,x,y,z,color
0,270.5098704567276,191.98348746266612,231.7899829017515,pink
1,261.1380729917784,153.6715221280823,218.74218970252002,pink
2,268.8110152514104,45.505675873978824,212.39203493983368,pink
3,232.48204647085393,122.8350896743189,244.55336520376537,pink
4,191.5348965481716,274.0861691860368,252.06854504394153,pink
5,230.52596694002105,3.3233640182503783,221.24233702557302,pink
6,115.52158844717906,284.84421841207734,279.529826057308,pink
7,-142.7241813520689,320.29056368183797,314.64771175315997,pink
8,-162.37579949443472,248.9653322245817,323.9568240397787,pink
9,-171.29639623580996,40.78504279116287,428.1491031232392,pink
10,-186.8183250771271,18.581104462326838,424.6119828858533,pink
11,-279.88813550014385,251.88291455014934,342.50430409008686,pink
12,270.4042984923329,191.80874040847303,231.08548370626744,red
13,253.58881542603544,303.6838707366784,237.3712673588631,red
14,261.14426372080743,153.82612886639043,219.1757176946802,red
15,268.81126053312545,45.56420470066025,212.64227875183425,red
16,232.42693473179853,122.80778757993768,244.38728026232332,red
17,191.54609101045483,274.5772071669363,253.19363897589204,red
18,230.50832035005723,3.3719012576792777,221.52985870946375,red
19,115.35354900968873,285.54686507572376,281.04968402754224,red
20,-142.4772607180207,319.89684370034246,313.76359499220297,red
21,-131.08652766807677,36.52934443210497,449.15725769485397,red
22,-166.43557293464087,252.97413897204322,334.67006572613724,red
23,-171.767697482502,40.99042891727911,429.3579245255957,red
24,-184.18510155131042,17.946110272296472,417.8452495726111,red
25,-188.77709816689492,11.631818378994826,415.8300713539435,red
26,-238.9356088085706,117.58895168808127,376.64726292523585,red
27,-268.8059056793182,298.6001573409268,320.384727280085,red
28,270.5638290608106,192.15491828201428,232.30841483200336,orange
29,261.16983585514146,153.60633188369715,218.91433494838574,orange
30,281.6671650030059,-46.30453892649522,174.169177157208,orange
31,268.6963616374155,45.35397045850306,210.95012840497571,orange
32,232.51004012552224,122.82534008896579,244.91069124202372,orange
33,230.5460528859472,3.322485837260327,221.996710901981,orange
34,115.53367127369691,285.0685949216498,280.3692397278816,orange
35,270.51437220132465,192.38936071694744,232.67141699285287,yellow
36,253.6364516648488,304.21513127977573,238.38084440436538,yellow
37,289.54536904139553,-41.46265013450053,176.9417748023951,yellow
38,261.11740516270083,153.89933001365426,219.3070882148081,yellow
39,268.63766237348744,45.25100037260804,211.30725056924607,yellow
40,232.39971924693944,122.89374315846098,244.54636833230998,yellow
41,191.47733189830245,274.7745375430471,253.3817150562351,yellow
42,230.4655489975802,3.398070323479564,221.66519341759155,yellow
43,115.34709227884899,285.44793653020326,280.6228425301287,yellow
44,-142.80797891522732,320.3332624427125,314.33674521807137,yellow
45,-131.4970026875819,36.72394979147574,450.20137425429687,yellow
46,-165.0005383751768,251.43647146799196,330.4237682721407,yellow
47,-171.28814883832052,40.84602435756941,427.7703131960938,yellow
48,-187.74868288064303,11.326192005641115,412.7340550487288,yellow
49,270.55932248176384,192.1803476156567,232.29358520699563,purple
50,253.710525608173,304.0641452238528,238.17994923481237,purple
51,289.47240673717874,-41.877735405412345,174.06822346233824,purple
52,261.1714173399097,153.8065239880044,219.2524199211038,purple
53,268.77437394815064,45.50162841962578,212.07101866342438,purple
54,232.46386973507543,122.76297198377543,244.29621301846026,purple
55,191.506506915515,275.04989750533815,254.2433650236785,purple
56,230.57287366768767,3.4647495445427245,222.4477613612204,purple
57,115.47715311849103,285.2918478774541,280.5587505619625,purple
58,-142.6515046337337,320.1437524373804,314.23832204697993,purple
59,-143.62775823672607,317.2947533842688,308.7841476194063,purple
60,-130.75868874585635,36.33533243910322,448.2428321030279,purple
61,-171.36897249255838,40.765377103629525,428.32903383388646,purple
62,-188.7301322906112,11.566299058721796,415.83216097024064,purple
63,270.4955726702205,191.86736478967217,231.18890661678194,green
64,289.58481683029464,-41.64623713781802,175.77609716284698,green
65,261.26434839758247,153.9986910787664,219.7721119517252,green
66,268.8431040419853,45.50383165187185,212.19994958462004,green
67,232.51768112366716,122.80777518447822,244.44586504287497,green
68,191.59763875346601,275.01588941554064,254.1392914537349,green
69,230.6027257532138,3.3493844356824396,221.6779780888635,green
70,115.3050145474643,286.48977922067525,283.2920216280773,green
71,-142.20907638826614,319.640513882577,313.20210956608736,green
72,-131.5029336190798,36.68799272983418,450.95379136993154,green
73,-162.15662841445888,248.989175122406,323.6407108862755,green
74,-172.0736909144299,41.08385526173617,430.57184160921827,green
75,-182.46819573390502,17.43376322170832,413.68993733436145,green
76,-187.90463145587827,11.323029024833353,413.8129776051144,green
77,-238.08609674143236,117.12935713582876,374.9367808789912,green
78,270.4285743844944,192.1758522479116,232.64813484025203,blue
79,253.55457436819881,304.2109725727948,238.87394866347285,blue
80,289.401872242851,-41.93352321264431,174.2963808071417,blue
81,261.067813726705,153.8236941188609,219.52502679513816,blue
82,281.8259956092603,-45.995523306428005,177.50724004586212,blue
83,268.6171947023698,45.36921204828827,211.78387254119468,blue
84,232.36039650466728,122.99059818746379,245.3926420927274,blue
85,191.2947918252217,273.7794586095883,251.67658666794375,blue
86,230.39770485056317,3.292965749503427,221.64846453011342,blue
87,192.88325700614968,244.549481463893,261.95357664288423,blue
88,115.04222921380445,285.82004254458184,282.05755245396193,blue
89,-143.11087930765305,320.3119859953634,314.86354783326044,blue
90,-164.32196470506665,250.75343914766447,328.6846235951251,blue
91,270.399862168244,191.95830858668938,231.56949173302843,grey
92,261.0999231513506,153.76334014188458,219.24949752872112,grey
93,268.77852205161656,45.632529325676174,212.756164009822,grey
94,232.37146970104902,122.7169837360815,244.24808629837355,grey
95,230.43500439345883,3.249004315424253,221.06527295147808,grey
96,115.10109863817989,285.9810287423343,282.2663377124034,grey
97,-115.5556427175706,208.3905030305454,393.9581587595983,grey
98,-131.35973353449847,36.46776567113221,449.71655309405304,grey
99,-163.42381570207405,249.73926795437842,326.3958468701254,grey
100,-171.89749476348427,40.91021512719653,429.29316209933614,grey
101,-188.43441682478718,11.330734895890924,414.5950594594398,grey
102,-239.24728263098436,117.61912482964696,377.128764344294,grey
